class	seq-4_PFM-3	seq-4_PFM-6	seq-4_PFM-7	seq-4_PFM-5	seq-4_PFM-2	seq-4_PFM-1	seq-4_PFM-4	seq-struct-8_PFM-3	seq-struct-8_PFM-6	seq-struct-8_PFM-7	seq-struct-8_PFM-5	seq-struct-8_PFM-2	seq-struct-8_PFM-8	seq-struct-8_PFM-1	seq-struct-8_PFM-4	seq-struct-16_PFM-3	seq-struct-16_PFM-6	seq-struct-16_PFM-7	seq-struct-16_PFM-5	seq-struct-16_PFM-2	seq-struct-16_PFM-1	seq-struct-16_PFM-4	struct-7_PFM-2	struct-7_PFM-1
1	0.000608416127004048	0.00023751104260257187	0.02264540491685156	0.03754868640323106	0.025066611417206112	0.0006613062317542794	0.08764843219235999	3.966295481117007e-06	0.033449167420952025	5.0019395290388756e-05	0.00010956280601979781	3.6859333923463845e-06	9.266381791343197e-07	0.0001266101730149425	0.0005728825858263609	2.8050401374352622e-05	0.0005585140554554963	1.8841531954116538e-06	0.0007030287056672828	0.0003876243495023624	0.00225469574435782	6.562664682380784e-06	0.01724123491126037	0.0006132784787382497
1	0.019471713368067526	0.00048277451608542846	0.00020230008399187567	0.0005797979068418491	0.0059519545088323345	0.0038634491523639007	0.0096132474341256	2.393913698398636e-06	0.0357519348651468	2.1851172704435325e-05	0.00035813154052576686	0.00015571977436980934	0.23446871953061732	0.04119519087067175	0.1775306770456404	5.023452730617347e-05	0.01210428710792678	4.788040484845785e-06	0.020457389609577974	6.311695081964476e-10	0.02240399615029336	0.00022142539383725648	0.01724123491126037	0.001089433960241931
1	0.02081045835178497	0.005897832159130737	0.0007190266153797138	0.05166995466017501	0.001844464637722359	0.003191948762920122	0.0002690893923899304	0.05753928039321395	0.025120414348109882	0.00017815823755184474	0.00028612248207235516	1.6993660071336786e-05	0.0024062244482054764	0.03341994094689942	9.974313208282475e-06	6.305995334007583e-05	0.0003687217441013166	1.3146973254514057e-12	0.0006054261954872797	3.249003623376001e-17	0.003923388737099639	0.008438186796140874	0.001408030725121192	1.3839787190220151e-05
1	0.1901319377891107	0.13361328195821814	0.010590609595281372	0.0003992827354018948	0.020528528803529338	0.0043720115373085035	0.00046022476393606514	5.625953055931972e-07	0.004083485827646778	0.009218497850580157	0.00031726859773036715	0.0004795688367552573	0.0276340930851659	3.933808012468081e-05	0.09882503907797265	3.6479041365233586e-05	0.0003733695998640599	1.3335949524190713e-08	0.01176412696538612	0.0021945185081031267	0.05007408398263427	5.78635513856476e-05	0.0172241991081009	0.0003112423853270998
1	0.18482957633323255	0.003721275844906685	0.043278776914586786	0.0002591738957019252	0.02167045041255302	0.004552017859796628	0.0003407436651529914	6.8785622191426056e-06	0.00284660907198285	0.00481621099099371	0.00018141073613482105	0.028403881521585257	0.038559536583760504	2.4198521643387222e-05	0.09887394363206675	4.758685958414786e-06	0.00021540392276506764	7.3645181434662306e-09	0.000348056406906097	0.06821804262191664	0.05645372113232664	7.823784245757654e-08	0.01723885197835107	0.014582931070172377
1	0.18482957633323255	0.003704827539557549	0.010310587190110075	0.033183959735691916	0.02135418700112748	0.0038233729788857912	0.15444007556354614	4.992016197663297e-08	0.03556443114501889	0.0034961371116553606	0.0002137808359935791	0.000189205494754725	0.0010658464363255847	6.404330168591738e-06	0.06964571593263844	4.039131974494629e-07	0.7220622762245713	1.6736730488485943e-12	0.022203319982758263	3.361841510693269e-10	0.008631450484297302	7.061111280162561e-08	0.01724123491126037	0.000978631810425761
1	0.02060112406396947	0.005897832159130737	0.0007190266153797138	0.05166995466017501	0.0014910278444294092	0.003191948762920122	0.009851761625305938	1.954280217030617e-06	0.025871731327194614	0.0001248441303528482	0.0003070011750248876	1.7353302133235322e-05	0.01706319999298382	7.147130369936758e-05	0.136213483969796	2.5530249412755292e-05	0.00041088411847564653	1.9913721252295254e-09	0.01037362181644702	8.178463747784306e-14	0.0077521316069682645	0.0058834812745118285	0.01724123491126037	0.0012002361100581014
1	0.0036795930371088677	0.0008317518787591628	0.0003139527086004324	0.00036510935901694445	0.0011025269122685562	0.0002591796423190305	0.2594823005271154	2.553316073229483e-07	0.012358546587445696	0.00013989203444368108	0.00020831533570059356	1.4382651020591528e-07	9.1735891609024e-05	3.821015259991461e-05	0.04448733540285871	1.2133363665806247e-05	0.005982120298231503	2.279816518538588e-09	0.02347953530005023	1.546836833844661e-05	0.029602471462915406	2.7182503553135625e-09	0.01724123491126037	0.0009087453314546903
1	0.008221414982416441	0.0004386429960647821	0.00018275705411370432	0.0006313882761646054	0.03230861469196931	0.03292497615060271	0.054504464193098914	1.2230956636421791e-05	0.014861724772558347	6.750660863966226e-06	0.00018300976666915577	0.00024919217980202903	0.034531772018698934	8.685707976183119e-05	0.4806614480404866	3.848102558266351e-05	0.000729505220762207	3.2283123340241872e-12	0.004580395511088697	1.4980812635288532e-13	0.034951297036998306	6.783139636022198e-05	0.0172241991081009	1.899837742993418e-05
1	0.03199779635753058	0.003517615030584718	4.289221234289275e-05	0.000526388425787438	0.0017630972379351257	0.08092041655736537	0.22415238738337753	0.0003211248845371909	0.07538818651159815	0.008969671927121007	0.000598302392027826	3.976327210284546e-07	0.04039982384551669	6.706077932585313e-06	1.1729409079712738	2.7184337560877218e-09	0.013715701073392783	0.07671394849223973	0.012246249955611705	0.06423509955423716	0.0031697028493015093	0.00012037078473663268	0.017189184054561723	3.6610357742812236e-07
1	0.008221414982416441	0.0004386429960647821	0.00018275705411370432	0.0005816283003914832	0.03230861469196931	0.03292497615060271	0.054504464193098914	1.2230956636421791e-05	0.014861724772558347	6.750660863966226e-06	0.00018300976666915577	0.00024919217980202903	0.034531772018698934	8.685707976183119e-05	0.4806614480404866	3.848102558266351e-05	0.000729505220762207	2.5450168395176993e-12	0.004580395511088697	1.285611638442114e-13	0.034951297036998306	6.783139636022198e-05	0.0172241991081009	1.899837742993418e-05
1	0.0012475492549850256	0.0005090480741639443	0.00045775805165663275	0.0010187450745943283	0.018017411331587345	0.0052358028921927965	0.1220976516869413	0.0002797809096839499	0.20968404709320054	0.00012167532812523461	0.0002597631621588352	1.787763085519262e-05	7.217726960163538e-06	9.25802900899637e-06	0.3757365817433221	1.8388294014829506e-06	0.0007033592708052922	0.04222025169360851	0.0006126647571893049	0.006298702598276496	0.020265140868677384	9.85130723266874e-07	0.0013658668728541126	0.01428945225451245
1	0.023897651120197604	0.00024963482695982445	0.00048480302012803743	0.002356978806842433	0.0007321359529447358	0.0017349372197911013	0.00030925573184688	1.8194934762500635e-08	0.026625667964329088	0.05132474345003965	0.0002922660966118969	0.0002900526587576953	0.024666925491403077	3.174837258105714e-05	0.029577119098844938	1.6862743258309305e-05	0.013228322786786578	2.4094290183380138e-12	0.011958214449593774	3.189739350901592e-09	0.0015236695862168672	2.4213731988633373e-05	0.01723885197835107	0.014110751662781725
1	0.18499735554595154	0.008113808304063977	0.010371558343351173	0.000257724682202374	0.020374503256814155	0.018380400508639788	0.00034074366515299135	0.00046187903597296555	0.006771863689806028	0.06916258786697782	0.00018933055060391173	0.0002466015587146577	0.28898738977705946	0.202198726214663	0.09883806140406945	0.11981214078306586	0.00011892383437168279	6.806797839646622e-09	0.00010640956612505988	0.10383624334972036	0.00240322814556554	0.001546549804493921	0.01724123491126037	0.02280222283129306
1	0.006056858925817093	0.0010166028001985137	0.00014274122897983408	0.001848220922958733	0.004484854115313488	0.39151143828497337	0.0004942976011092622	6.985254904946952e-06	0.44011703243901107	0.0014175536616955297	0.00042952393924614593	1.0251441266696914e-05	0.034113952397454794	2.584716125175045e-05	0.015341140106144012	1.2890100389542102e-06	5.5280685458086666e-05	2.566819753869316e-05	0.00013582817514889279	0.08495897730535726	0.001999829537287372	1.01995886664889e-06	0.01724361784416967	1.7878347372772095e-05
1	0.1206076566919384	0.007527283205223311	0.0001632519085493377	0.006326645375597122	0.04638802165853116	0.006231931928011479	0.16414505193377543	2.8140335732425464e-06	0.030947880569398817	0.038661232324400954	0.011121361081183133	6.728343837781178e-05	0.019635779342929663	2.057593860990401e-05	0.692878920457364	6.251264498636445e-06	0.011317268736462952	0.04223010227932068	0.015796326172524838	0.08793716133055629	0.0032636274516584943	4.323734957930424e-05	0.03308158789612746	5.772089366558366e-07
1	0.003675280138797039	0.0008317518787591628	0.0003139527086004324	0.00044670817701645215	0.0011025269122685562	0.0002591796423190305	0.2594823005271154	7.065206933054018e-08	0.004026299528445498	4.871228724271873e-08	1.0728114698911615e-05	9.781247430648492e-08	7.554764257882447e-08	2.1290732712009712e-05	0.0005039233942383411	6.20829208097785e-06	0.006069287111035878	2.509470815772191e-09	0.721322883742663	2.4703503671154336e-10	0.03047014518309147	1.3940047210904102e-07	0.7550758656246063	0.001089433960241931
1	0.00267083870503966	0.17362793635520213	0.00033965676346771334	0.004280289720073621	0.015517693584849043	0.006063547162463106	0.046293268289334055	0.004223298372568286	0.004796912985647335	2.513761213737944e-05	0.00029704119866289533	2.2073338950405192e-05	0.0002717198416486575	0.12584702548162993	0.34665429271964193	0.07170555069391148	0.011753435927903113	9.895917511598983e-13	0.0005953513956798714	5.78578914722693e-13	0.024979465316090722	2.0619744349444695e-05	0.0014008819263932868	0.02786889120283885
1	0.0008232605026474805	9.897015777486158e-06	0.0003742757167876188	0.0003361914271913591	4.215663951075463e-05	0.0003365036020834325	0.11480884814878535	1.2343901694767298e-07	0.3873254882426368	0.016830716584326826	0.011306328003252276	1.3820008144273614e-05	0.001347402135309048	1.3925216794396735e-05	0.28656048113371146	4.824226953424516e-09	0.7066253013752319	6.380267294990968e-09	0.709626317426173	7.641586148340085e-07	0.001068184303215679	0.00012144636765308833	0.0172265820410102	4.559502052130291e-07
1	0.00391386587740955	7.25031627348198e-05	0.00028220486578592693	0.0010495957423107057	0.001584044847805124	0.0018883068199869566	0.02793346847224216	1.6497987621064625e-07	0.3809275839408771	5.452904662329825e-06	0.0002994149084241881	3.2974066615572406e-05	2.4378904347176595e-06	7.03177909158943e-05	0.17773676676473243	1.411891129956371e-05	0.0004292969924104007	8.856638205930319e-05	0.00048300426283390025	1.3821360493758753e-07	0.012738569296627762	8.322189214349892e-07	0.017189184054561723	4.294870174797849e-07
1	0.18482957633323255	0.01753494840333968	0.010351469569370213	0.001525467912273528	0.047475961509621196	0.010219422994774723	0.0003441921268292475	1.6631061337463046e-05	0.00624333028071314	0.020628091399525705	0.0004163884156827767	0.0003079010554543658	0.01705134004184641	0.007954456639396512	9.058819998834948e-05	3.3393739386147506e-05	0.00029514004046768665	3.023069440350753e-12	0.00033808462943024913	0.027401628696868137	0.0005755496427183112	1.8198346877964573e-07	0.04880777343147792	0.01401990669819042
1	0.019471713368067526	0.00048277451608542846	0.00020230008399187567	0.0005797979068418491	0.3226437506893232	0.0038634491523639007	0.0096132474341256	0.010610874442838574	0.03926759690385753	0.017888477765520487	0.0005983093879095231	3.62789472216692e-07	0.09077642495758634	1.105313106816119e-05	0.2470702796664224	6.102025859546685e-09	0.011982421070061769	2.7971827487195783e-05	0.010429459035399219	0.11785501209935853	0.004535611833361634	0.00022142533620822535	0.0172241991081009	0.0007280567026674493
1	0.03199779635753058	0.003517615030584718	4.279359762867895e-05	0.0005358816476174492	0.004888789028830424	0.08092041655736537	0.22415238738337753	0.0066546981242227	0.035004406978154635	0.008106374814041757	0.0001394532368571905	0.00017442847876499273	0.034732419471672916	0.07353277585686098	0.0003705107596142387	3.313045924316919e-05	0.012079855850879388	1.1300948256964175e-05	0.03874246055187814	0.05946991807671459	0.006129686648479328	0.027833796389610914	0.0014032648593025887	0.00014798374687389148
1	0.12167547511260665	0.07918667519223943	0.0013761295649108623	6.5041919656039945e-06	0.003875495698711838	0.0009256435965129513	0.00023449677639113001	5.969914770383546e-06	0.004877515101044658	0.0004160644048172027	0.010100251197156329	0.0002285592823361783	0.13711271205255074	0.2783808509786203	1.492874187091691e-05	0.1374101128988257	0.00035754916049004516	4.5622021695296306e-10	0.00023255316281851522	0.026260667087484403	0.022752564436481153	3.564229543498981e-07	0.03296742044661084	0.0007959551445820052
1	0.1206076566919384	0.007527283205223311	0.0001632519085493377	0.0066679518460111414	0.04638802165853116	0.006268623501664596	0.16414505193377543	2.8140335732425464e-06	0.027029424417647913	0.038661232324400954	0.011121361081183133	6.728343837781178e-05	0.019635779342929663	2.057593860990401e-05	0.692878920457364	6.251264498636445e-06	0.011317268736462952	0.04223010227932068	0.015796326172524838	0.08793716133055629	0.0032636274516584943	4.323734957930424e-05	0.03308158789612746	5.772089366558366e-07
1	0.0040831154960813965	0.00038137709223703904	0.0004541538252114434	0.0004994559706437216	0.0005363799030294854	0.0018384396940659075	0.00033181939048065136	2.6447522640253256e-06	0.008587435106468413	9.54942840253018e-06	0.0001834703008112013	2.9985336904664938e-05	7.682147008409352e-05	0.002087605953065323	0.00011756896609425968	1.1700412489078759e-05	0.021934546058181445	2.7405730543801645e-12	0.03333442161636655	1.283872721476969e-09	0.02957777310928447	0.0003709808351378102	0.04891717501517594	5.694221260181435e-07
